



1443711,-25.7,-0.0,-0.0
1443736,-25.4,-0.0,-0.0
1443761,-25.2,-0.0,0.0
1443786,-23.6,-1.6,-6.9
1443811,-21.8,-3.1,-13.7
1443836,-20.0,-4.7,-20.1
1443861,-18.1,-6.2,-26.2
1443886,-16.6,-7.4,-31.7
1443911,-15.0,-8.6,-36.8
1443936,-14.2,-9.6,-41.4
1443961,-14.2,-10.6,-45.6
1443986,-14.6,-11.4,-49.3
1444011,-15.2,-12.1,-52.6
1444036,-16.0,-12.7,-55.5
1444061,-17.0,-13.0,-58.1
1444086,-18.0,-13.3,-60.5
1444111,-19.1,-13.6,-62.6
1444136,-20.2,-13.7,-64.6
1444161,-21.5,-13.8,-66.2
1444186,-22.8,-14.0,-67.6
1444211,-24.1,-14.1,-68.9
1444236,-25.4,-14.3,-70.0
1444261,-26.9,-14.4,-70.9
1444286,-28.3,-14.5,-71.8
1444311,-29.7,-14.4,-72.5
1444336,-31.1,-14.4,-73.3
1444361,-32.6,-14.4,-73.9
1444386,-34.2,-14.5,-74.4
1444411,-35.7,-14.5,-74.9
1444436,-37.1,-14.5,-75.2
1444461,-38.6,-14.7,-75.4
1444486,-40.0,-14.6,-76.0
1444511,-41.4,-14.5,-76.5
1444536,-42.9,-14.6,-76.6
1444561,-44.5,-14.6,-76.6
1444586,-46.0,-14.5,-76.8
1444611,-47.4,-14.3,-77.1
1444636,-48.9,-14.4,-76.9
1444661,-50.4,-14.5,-76.8
1444686,-51.8,-14.6,-77.1
1444711,-54.2,-14.7,-77.4
1444736,-56.4,-14.9,-77.4
1444761,-57.7,-15.0,-77.3
1444786,-59.0,-15.0,-77.4
1444811,-60.2,-15.0,-77.6
1444836,-61.4,-14.8,-77.9
1444861,-62.5,-14.7,-78.1
1444886,-63.7,-14.8,-78.3
1444911,-64.9,-14.9,-78.3
1444936,-66.1,-14.9,-78.4
1444961,-67.2,-14.9,-78.3
1444986,-68.4,-14.8,-78.2
1445011,-69.5,-14.8,-78.1
1445036,-70.6,-14.9,-78.2
1445061,-71.6,-14.8,-78.3
1445086,-72.6,-14.6,-78.4
1445111,-73.7,-14.8,-78.3
1445136,-74.6,-14.8,-78.1
1445161,-75.5,-14.7,-78.1
1445186,-76.5,-14.5,-78.1
1445211,-77.3,-14.7,-78.1
1445236,-78.2,-14.7,-78.1
1445261,-79.1,-14.7,-78.1
1445286,-79.9,-14.6,-78.0
1445311,-80.7,-14.6,-78.1
1445336,-81.5,-14.7,-78.1
1445361,-82.2,-14.8,-78.2
1445386,-82.9,-14.9,-78.2
1445411,-83.6,-15.1,-78.0
1445436,-84.4,-15.3,-77.9
1445461,-85.0,-15.2,-78.1
1445486,-85.6,-15.0,-78.2
1445511,-86.2,-14.9,-78.2
1445536,-86.8,-14.9,-78.2
1445561,-87.4,-14.9,-78.2
1445586,-88.0,-14.9,-78.1
1445611,-88.5,-14.9,-78.3
1445636,-89.1,-15.0,-78.3
1445661,-89.6,-14.9,-78.2
1445686,-90.9,-14.5,-78.1
1445711,-91.7,-14.7,-78.2
1445736,-92.1,-14.8,-78.4
1445761,-92.5,-14.8,-78.5
1445786,-92.9,-14.8,-78.5
1445811,-93.3,-14.7,-78.5
1445836,-93.8,-14.6,-78.3
1445861,-94.2,-14.8,-78.3
1445886,-94.6,-14.8,-78.4
1445911,-95.0,-14.7,-78.3
1445936,-95.3,-14.8,-78.5
1445961,-95.7,-14.8,-78.4
1445986,-96.1,-14.9,-78.4
1446011,-96.4,-15.0,-78.4
1446036,-96.7,-15.0,-78.3
1446061,-97.0,-15.0,-78.3
1446086,-97.4,-14.9,-78.2
1446111,-97.8,-14.7,-78.3
1446136,-98.1,-14.6,-78.3
1446161,-98.4,-14.6,-78.3
1446186,-98.6,-14.6,-78.2
1446211,-98.9,-14.6,-78.2
1446236,-99.1,-14.6,-78.3
1446261,-99.4,-14.5,-78.2
1446286,-99.7,-14.5,-78.2
1446311,-99.9,-14.5,-78.2
1446336,-100.1,-14.4,-78.2
1446361,-100.4,-14.4,-78.2
1446386,-100.7,-14.6,-78.1
1446411,-100.9,-14.8,-78.1
1446436,-101.1,-14.8,-78.3
1446461,-101.1,-14.7,-78.6
1446486,-101.2,-14.7,-78.7
1446511,-101.3,-14.8,-78.6
1446536,-101.5,-14.9,-78.5
1446561,-101.6,-14.8,-78.4
1446586,-102.0,-14.7,-78.3
1446611,-102.3,-14.7,-78.1
1446636,-102.4,-14.7,-78.3
