



1853958,-61.2,0.3,158.8
1853983,-68.4,2.6,160.0
1854008,-72.1,4.8,163.5
1854033,-73.2,6.9,168.4
1854058,-73.4,8.5,174.0
1854083,-73.3,9.7,179.7
1854108,-72.9,10.8,-173.7
1854133,-72.0,11.7,-166.9
1854158,-70.9,11.6,-160.3
1854183,-69.9,10.1,-154.4
1854208,-69.0,7.1,-148.5
1854233,-68.5,4.3,-142.0
1854258,-68.4,3.5,-135.9
1854283,-68.4,2.8,-130.1
1854308,-69.2,0.1,-125.6
1854333,-70.2,-2.0,-120.8
1854358,-71.0,-2.4,-116.0
1854383,-71.0,-1.1,-112.0
1854408,-68.8,2.7,-108.3
1854433,-65.7,7.0,-104.6
1854458,-61.1,11.7,-100.5
1854483,-55.8,15.8,-96.6
1854508,-52.0,17.3,-94.5
1854533,-49.5,16.4,-93.3
1854558,-48.8,14.2,-93.0
1854583,-48.6,11.8,-91.6
1854608,-48.3,9.9,-89.2
1854633,-47.7,9.5,-86.4
1854658,-47.2,9.8,-84.1
1854683,-47.3,9.7,-82.9
1854708,-47.6,9.2,-82.6
1854733,-47.6,9.0,-82.1
1854758,-47.7,8.7,-81.3
1854783,-48.1,7.7,-80.4
1854808,-48.7,6.8,-79.7
1854833,-48.8,6.8,-78.9
1854858,-48.9,6.9,-77.9
1854883,-49.2,6.4,-77.4
1854908,-49.1,6.2,-77.4
1854933,-48.8,6.5,-77.6
1854958,-48.5,6.8,-78.2
1854983,-48.4,6.6,-78.6
1855008,-49.1,4.6,-79.0
1855033,-49.5,3.9,-78.2
1855058,-49.7,4.1,-78.0
1855083,-50.0,4.6,-78.1
1855108,-50.4,5.0,-78.3
1855133,-50.9,5.0,-78.4
1855158,-51.2,4.7,-78.4
1855183,-51.5,4.4,-78.0
1855208,-51.8,4.5,-77.7
1855233,-52.1,4.8,-77.4
1855258,-52.6,5.0,-77.3
1855283,-53.1,4.9,-77.3
1855308,-53.5,4.8,-77.4
1855333,-53.9,4.5,-77.4
1855358,-54.3,4.3,-77.3
1855383,-54.7,4.2,-77.3
1855408,-55.0,4.1,-77.3
1855433,-55.3,4.2,-77.2
1855458,-55.7,4.3,-77.1
1855483,-56.2,4.3,-77.1
1855508,-56.4,4.4,-77.5
1855533,-56.6,4.2,-77.8
1855558,-57.3,3.6,-78.0
1855583,-57.9,3.0,-78.0
1855608,-58.5,2.6,-77.9
1855633,-59.4,2.2,-78.0
1855658,-61.2,1.2,-78.2
1855683,-65.3,-1.4,-78.8
1855708,-69.8,-3.6,-79.4
1855733,-74.2,-4.9,-79.6
1855758,-77.5,-5.2,-80.5
1855783,-79.8,-4.9,-80.8
1855808,-82.4,-5.7,-80.8
1855833,-83.8,-6.0,-81.1
1855858,-85.0,-6.1,-81.6
1855883,-87.5,-7.5,-82.2
1855908,-90.3,-9.6,-82.7
1855933,-92.0,-9.8,-83.4
1855958,-93.2,-9.2,-83.6
1855983,-94.3,-9.0,-83.3
1856008,-95.0,-9.1,-82.9
1856033,-94.9,-8.9,-82.9
